Suspicious_Report,Sex,MaritalStatus,RepNumber,Age,High_Risk_Individual,FraudFound_P
1,Male,Married,1,31,0,1
0,Male,Married,4,41,0,0
1,Male,Single,10,19,0,0
1,Female,Married,8,39,0,0
1,Male,Single,6,63,0,0
1,Male,Married,16,32,0,0
0,Female,Married,9,26,0,0
0,Male,Married,11,59,0,0
0,Male,Single,13,27,0,0
1,Male,Single,6,64,0,0
0,Male,Married,16,48,0,0
1,Male,Married,1,49,0,0
1,Male,Single,9,0,0,0
1,Female,Single,7,33,0,0
0,Female,Single,12,43,0,0
1,Male,Married,5,35,0,0
1,Male,Single,9,0,1,0
0,Male,Single,3,35,0,0
0,Male,Married,9,55,0,0
1,Male,Married,5,52,0,0
0,Male,Single,15,31,0,0
1,Male,Single,14,31,0,0
1,Male,Single,10,17,1,0
1,Male,Single,14,35,0,1
1,Male,Married,9,28,0,0
1,Female,Single,2,28,0,0
1,Male,Single,11,22,1,0
1,Female,Married,3,35,0,0
1,Male,Single,12,40,0,0
1,Male,Married,6,43,0,1
1,Male,Married,2,49,0,0
0,Male,Single,6,44,0,0
0,Male,Married,6,41,0,0
1,Male,Married,15,39,0,0
1,Male,Married,11,36,0,0
1,Male,Single,8,0,1,1
1,Male,Single,3,0,0,1
1,Male,Married,12,48,0,0
1,Male,Married,6,51,0,0
1,Male,Married,2,65,0,0
1,Female,Married,7,65,0,0
1,Female,Married,3,45,0,0
1,Male,Married,1,32,0,0
1,Male,Married,4,31,0,1
0,Male,Married,1,38,0,0
1,Male,Married,7,29,0,0
1,Male,Married,10,42,0,0
1,Male,Married,4,40,0,0
0,Male,Single,10,25,0,0
1,Male,Married,6,31,0,0
1,Male,Married,4,29,0,1
1,Male,Married,4,43,0,0
1,Male,Single,9,33,0,0
1,Female,Single,11,28,0,0
1,Male,Married,8,54,0,0
0,Male,Single,5,32,0,0
1,Male,Single,12,43,0,0
0,Male,Married,5,43,0,0
0,Male,Married,8,60,0,0
1,Male,Married,5,37,0,0
0,Male,Married,3,42,0,0
1,Male,Married,4,47,0,0
1,Female,Married,13,36,0,0
1,Female,Single,2,27,0,0
0,Female,Single,11,45,0,0
1,Male,Single,1,44,0,0
1,Male,Married,7,40,0,1
0,Female,Married,7,26,0,0
0,Male,Married,6,65,0,0
1,Male,Married,1,45,0,0
1,Male,Single,9,54,0,0
1,Male,Single,9,30,0,0
1,Male,Married,16,36,0,0
0,Male,Married,8,27,0,0
0,Male,Married,1,40,0,0
1,Male,Single,4,22,0,0
1,Female,Married,12,49,0,0
1,Female,Married,8,43,0,0
1,Male,Married,5,63,0,0
1,Female,Single,3,34,0,0
1,Male,Married,11,34,0,0
1,Male,Single,13,32,0,0
1,Female,Married,4,55,0,0
1,Male,Married,1,27,0,0
1,Male,Married,10,47,0,0
1,Male,Single,14,21,1,0
1,Male,Single,12,39,0,0
0,Male,Married,16,47,0,0
0,Female,Single,16,33,0,0
1,Male,Married,1,34,0,0
1,Male,Married,2,40,0,0
1,Male,Married,5,42,0,1
1,Male,Married,9,31,0,0
1,Male,Single,1,20,1,0
1,Male,Married,15,53,0,0
1,Male,Married,8,39,0,0
1,Female,Single,16,24,0,0
1,Male,Single,5,34,0,0
1,Male,Married,5,55,0,0
1,Male,Single,3,53,0,0
1,Male,Married,12,38,0,0
0,Male,Single,6,27,0,0
1,Male,Married,10,53,0,0
1,Male,Married,7,37,0,0
1,Female,Married,4,39,0,0
0,Male,Married,9,65,0,0
0,Male,Single,11,32,0,0
1,Male,Married,4,33,0,1
1,Female,Married,13,30,0,0
0,Female,Single,3,23,0,0
1,Male,Married,6,55,0,0
1,Male,Single,11,35,0,0
1,Male,Married,14,41,0,0
1,Female,Married,15,45,0,0
1,Male,Single,14,43,0,0
1,Male,Single,9,43,0,0
0,Female,Single,3,16,1,0
1,Male,Married,16,47,0,0
1,Male,Single,5,44,0,0
1,Male,Married,10,72,0,0
1,Male,Single,2,18,0,1
1,Male,Married,3,27,0,0
0,Female,Single,9,22,0,0
1,Male,Married,5,26,0,0
1,Male,Married,3,28,0,0
0,Male,Married,3,28,0,0
1,Male,Single,9,23,0,0
1,Male,Married,6,55,0,1
0,Male,Married,14,45,0,0
1,Male,Divorced,5,44,0,0
1,Male,Married,16,66,0,0
1,Male,Married,4,37,0,0
1,Male,Single,12,30,0,1
1,Male,Married,16,39,0,0
1,Male,Married,3,35,0,0
1,Male,Single,1,23,1,0
1,Female,Single,3,28,0,0
0,Male,Married,14,27,0,0
1,Male,Married,4,34,0,0
1,Male,Single,1,26,0,0
1,Male,Single,6,22,0,0
1,Male,Married,14,34,0,0
0,Male,Single,6,35,0,0
0,Male,Married,15,30,0,0
1,Male,Single,6,33,0,0
1,Male,Single,4,33,0,0
0,Male,Married,16,32,0,0
1,Male,Married,9,57,0,1
1,Male,Married,12,37,0,0
1,Male,Married,15,56,0,0
0,Male,Married,11,62,0,0
1,Male,Married,10,43,0,0
1,Male,Married,16,43,0,0
0,Male,Single,12,61,0,0
1,Female,Single,10,34,0,0
1,Male,Married,8,52,0,1
1,Female,Married,14,48,0,0
1,Male,Single,12,31,0,0
0,Male,Married,1,37,0,0
0,Male,Single,13,38,0,0
1,Male,Married,6,59,0,0
1,Male,Single,12,27,0,0
1,Male,Single,14,34,0,0
0,Male,Married,10,58,0,0
0,Male,Married,5,58,0,0
1,Male,Married,15,35,0,0
0,Male,Married,1,43,0,0
1,Male,Single,2,35,0,0
1,Male,Married,12,61,0,0
1,Male,Married,4,44,0,0
1,Male,Married,8,57,0,0
0,Male,Single,5,0,1,0
0,Female,Single,8,30,0,0
1,Male,Married,13,42,0,0
0,Female,Married,7,29,0,0
0,Male,Married,7,45,0,0
1,Male,Married,3,34,0,0
0,Male,Married,2,52,0,0
0,Male,Single,3,24,1,0
0,Male,Married,3,39,0,0
0,Male,Married,13,43,0,0
0,Female,Single,5,27,0,0
1,Male,Married,6,27,0,0
1,Male,Married,4,49,0,0
1,Male,Single,15,42,0,0
0,Male,Single,14,29,0,0
0,Female,Married,7,61,0,0
0,Female,Single,16,30,0,0
1,Female,Married,11,44,0,0
1,Male,Single,3,44,0,0
1,Male,Single,1,21,1,0
0,Female,Single,16,36,0,0
0,Male,Married,14,30,0,0
1,Female,Married,14,49,0,0
1,Female,Married,13,33,0,0
1,Female,Single,16,30,0,0
1,Male,Married,12,50,0,0
1,Male,Married,8,38,0,0
1,Male,Married,5,50,0,0
1,Male,Married,14,25,0,0
0,Male,Married,9,36,0,0
0,Male,Married,4,28,0,0
0,Female,Married,7,40,0,0
0,Male,Married,4,64,0,0
1,Female,Single,1,50,0,0
1,Male,Married,2,37,0,0
1,Female,Married,12,26,0,0
1,Male,Married,2,54,0,0
0,Male,Single,10,26,0,0
1,Male,Married,2,48,0,0
0,Male,Married,4,42,0,0
0,Male,Married,4,52,0,0
1,Female,Married,13,44,0,0
0,Male,Married,4,54,0,0
1,Male,Married,14,35,0,0
1,Male,Single,3,32,0,0
1,Male,Married,9,64,0,0
1,Female,Married,12,27,0,0
0,Male,Married,15,31,0,0
1,Female,Married,13,34,0,0
1,Male,Single,16,29,0,1
1,Male,Married,12,47,0,0
0,Male,Single,9,29,0,0
1,Male,Married,2,56,0,0
1,Female,Single,15,26,0,0
1,Male,Married,15,50,0,0
0,Female,Married,15,32,0,0
1,Female,Single,14,37,0,0
0,Male,Single,16,33,0,0
1,Female,Married,13,49,0,0
1,Male,Single,13,43,0,0
1,Female,Single,6,30,0,0
1,Female,Single,5,28,0,0
1,Male,Married,10,39,0,0
0,Male,Single,9,0,0,0
0,Male,Married,14,38,0,0
1,Female,Single,7,26,0,0
1,Male,Married,14,31,0,0
1,Male,Married,7,63,0,0
1,Female,Married,5,36,0,0
1,Female,Married,5,40,0,0
0,Male,Married,11,47,0,0
0,Male,Single,15,49,0,0
1,Male,Married,9,63,0,0
1,Male,Married,8,32,0,0
1,Male,Married,16,45,0,0
1,Male,Single,14,30,0,0
1,Male,Single,3,22,1,0
0,Male,Married,1,28,0,0
1,Male,Married,3,33,0,0
1,Female,Married,1,40,0,0
1,Male,Single,8,20,0,0
1,Male,Married,4,46,0,0
1,Female,Married,6,36,0,0
1,Male,Single,2,24,1,0
0,Male,Married,10,32,0,0
1,Male,Married,9,65,0,1
1,Male,Single,12,33,0,1
1,Male,Married,14,27,0,0
0,Male,Married,5,28,0,0
1,Male,Single,5,18,1,0
1,Male,Single,6,34,0,0
1,Male,Married,15,63,0,0
0,Male,Single,14,48,0,0
0,Female,Single,2,32,0,0
1,Female,Single,8,55,0,0
0,Female,Single,14,41,0,0
0,Male,Married,1,56,0,0
1,Male,Married,8,66,0,0
0,Female,Single,1,31,0,0
1,Female,Single,9,31,0,0
1,Female,Single,4,34,0,0
1,Female,Single,3,61,0,0
1,Male,Single,5,33,0,0
1,Male,Married,11,46,0,0
0,Male,Married,6,33,0,0
1,Female,Single,16,32,0,1
0,Male,Single,3,31,0,0
0,Male,Single,8,26,0,0
1,Male,Married,4,54,0,1
0,Male,Married,2,63,0,0
1,Male,Married,9,30,0,1
1,Male,Single,10,31,0,1
0,Male,Single,15,16,0,0
0,Male,Married,8,43,0,0
1,Female,Married,5,39,0,0
1,Male,Married,16,50,0,1
1,Female,Married,10,34,0,0
1,Male,Married,10,60,0,0
1,Female,Married,15,58,0,0
1,Male,Married,9,38,0,0
1,Male,Divorced,4,34,0,0
1,Female,Married,14,47,0,0
0,Male,Single,14,33,0,0
1,Male,Single,11,25,0,0
0,Male,Married,7,66,0,0
1,Female,Single,14,33,0,0
0,Male,Single,7,29,0,0
1,Male,Single,9,0,1,1
1,Male,Married,2,55,0,0
1,Female,Married,7,42,0,0
1,Female,Married,14,26,0,0
1,Male,Married,9,62,0,0
0,Male,Married,10,55,0,0
0,Female,Single,10,26,0,0
1,Male,Married,2,51,0,0
1,Female,Single,16,39,0,0
1,Male,Single,10,22,0,0
1,Female,Married,15,31,0,0
1,Male,Married,9,55,0,0
0,Male,Married,15,46,0,0
1,Male,Married,10,62,0,1
0,Male,Married,11,42,0,0
0,Female,Single,3,33,0,0
1,Male,Married,8,44,0,0
1,Male,Married,14,57,0,0
1,Male,Married,15,38,0,0
1,Female,Married,2,38,0,0
1,Male,Married,1,54,0,0
0,Male,Married,11,52,0,0
1,Male,Married,2,69,0,0
1,Male,Single,8,35,0,0
1,Male,Married,14,47,0,0
0,Male,Married,12,61,0,0
0,Male,Married,15,63,0,0
1,Female,Married,7,37,0,0
0,Male,Married,3,44,0,0
1,Male,Married,9,61,0,0
0,Female,Single,14,34,0,0
1,Male,Married,3,44,0,0
1,Female,Single,10,21,1,0
1,Female,Married,12,45,0,0
1,Male,Married,15,32,0,1
1,Female,Single,8,39,0,0
1,Male,Single,10,21,0,0
0,Male,Married,5,64,0,0
0,Male,Single,4,27,0,0
1,Female,Single,1,45,0,0
1,Male,Single,13,0,0,0
0,Male,Single,2,0,0,0
1,Female,Single,14,27,0,0
1,Male,Married,9,53,0,0
1,Female,Married,7,44,0,0
0,Male,Married,5,61,0,0
1,Female,Single,9,34,0,0
0,Male,Single,1,0,0,0
1,Male,Single,10,25,0,0
0,Male,Single,10,22,1,0
1,Female,Married,10,42,0,0
1,Male,Single,7,36,0,0
1,Male,Married,10,28,0,0
1,Male,Married,13,78,0,0
1,Female,Married,14,37,0,0
0,Male,Single,12,24,0,0
1,Female,Single,9,30,0,0
1,Male,Married,9,54,0,0
1,Male,Single,2,27,0,0
0,Male,Single,10,0,0,1
1,Male,Single,12,18,1,0
1,Male,Married,6,66,0,1
0,Male,Married,5,66,0,0
0,Male,Married,9,44,0,0
0,Female,Married,9,40,0,0
0,Male,Married,4,26,0,0
1,Male,Single,1,41,0,0
0,Male,Married,6,28,0,0
0,Male,Married,3,60,0,0
1,Male,Single,8,34,0,0
0,Male,Single,5,24,1,0
0,Female,Married,13,34,0,0
0,Female,Married,13,30,0,0
0,Male,Single,1,45,0,0
0,Male,Married,6,59,0,0
1,Male,Married,8,55,0,0
1,Female,Single,7,37,0,0
0,Male,Single,13,22,1,1
1,Male,Married,7,65,0,0
1,Male,Married,7,45,0,0
1,Female,Single,11,53,0,0
0,Male,Married,5,55,0,0
1,Male,Married,16,55,0,0
1,Female,Single,3,26,0,0
1,Male,Married,11,64,0,0
1,Male,Single,7,22,1,1
1,Male,Married,5,58,0,1
1,Female,Single,9,28,0,0
1,Female,Married,12,40,0,0
1,Female,Married,7,39,0,0
0,Male,Single,8,34,0,0
0,Female,Married,12,31,0,0
1,Female,Married,10,47,0,0
1,Female,Married,16,29,0,0
1,Male,Married,16,54,0,0
1,Female,Married,10,30,0,0
1,Female,Married,12,37,0,0
0,Male,Married,7,54,0,0
0,Male,Single,6,0,1,0
1,Female,Single,1,33,0,0
1,Male,Married,12,28,0,0
0,Male,Single,9,27,0,0
0,Male,Married,8,46,0,0
1,Female,Single,11,23,0,0
1,Female,Single,7,32,0,0
1,Male,Married,5,39,0,0
0,Male,Married,15,34,0,0
1,Female,Single,3,57,0,0
1,Male,Single,14,39,0,0
0,Male,Married,1,54,0,0
1,Male,Single,7,60,0,0
1,Male,Married,14,48,0,0
1,Male,Married,15,54,0,0
1,Female,Single,13,28,0,0
1,Female,Single,10,29,0,0
1,Female,Single,16,38,0,0
0,Male,Single,4,31,0,0
0,Male,Single,14,17,1,0
0,Female,Married,3,37,0,0
1,Male,Married,1,44,0,0
0,Female,Married,15,55,0,0
1,Male,Single,7,58,0,0
0,Male,Married,13,50,0,0
0,Male,Married,14,32,0,0
0,Male,Married,3,50,0,0
1,Male,Married,6,34,0,1
1,Male,Single,1,28,0,0
0,Female,Single,7,35,0,0
1,Male,Married,11,29,0,0
0,Male,Single,6,42,0,0
1,Male,Single,6,0,1,0
1,Male,Married,16,58,0,0
1,Male,Married,6,52,0,0
1,Male,Married,14,29,0,0
1,Female,Married,4,45,0,1
1,Female,Single,2,44,0,0
1,Male,Married,16,65,0,0
1,Male,Married,9,38,0,1
1,Male,Married,15,42,0,0
1,Male,Single,9,30,0,1
1,Male,Single,14,33,0,0
1,Male,Single,8,32,0,1
1,Female,Married,9,49,0,0
1,Male,Single,8,34,0,1
1,Male,Married,12,40,0,0
1,Male,Single,3,33,0,0
1,Male,Married,5,36,0,0
1,Male,Married,2,30,0,0
1,Female,Single,10,30,0,0
1,Male,Married,14,54,0,0
1,Male,Married,3,36,0,0
1,Male,Single,6,59,0,0
1,Female,Married,3,39,0,0
1,Male,Married,7,55,0,0
1,Male,Single,8,27,0,0
0,Male,Married,13,29,0,0
1,Male,Married,9,39,0,0
0,Female,Married,12,27,0,0
1,Male,Married,15,30,0,0
0,Female,Single,15,27,0,0
0,Male,Married,7,31,0,0
0,Female,Single,4,31,0,0
1,Male,Married,8,48,0,0
1,Female,Single,15,80,0,0
1,Female,Single,9,33,0,0
1,Male,Married,4,48,0,0
1,Male,Married,13,30,0,0
1,Female,Married,9,32,0,0
0,Male,Single,1,51,0,0
0,Male,Married,15,51,0,0
1,Female,Married,11,31,0,0
1,Female,Married,11,33,0,0
1,Female,Married,16,41,0,0
1,Male,Single,16,0,0,1
1,Male,Married,4,36,0,1
1,Male,Single,15,33,0,0
1,Female,Single,8,29,0,0
0,Male,Married,9,34,0,0
0,Female,Married,3,40,0,0
1,Male,Single,6,18,0,0
1,Male,Married,15,55,0,0
1,Male,Single,16,37,0,0
1,Male,Married,14,38,0,0
1,Male,Married,4,78,0,0
0,Male,Married,13,48,0,0
1,Male,Married,4,61,0,0
1,Female,Divorced,7,36,0,0
1,Male,Single,8,51,0,0
1,Male,Single,1,0,0,1
1,Female,Single,8,40,0,0
1,Female,Single,15,29,0,0
1,Male,Single,5,36,0,0
1,Male,Single,15,32,0,0
0,Male,Married,16,35,0,0
1,Male,Single,3,29,0,1
0,Male,Single,12,32,0,0
1,Male,Single,10,35,0,0
1,Male,Married,4,30,0,1
1,Male,Married,13,63,0,0
0,Male,Married,5,40,0,0
1,Male,Married,14,51,0,1
1,Male,Single,12,0,0,0
1,Male,Single,9,27,0,0
1,Male,Married,11,55,0,0
1,Female,Married,16,35,0,0
1,Male,Married,8,36,0,0
1,Female,Widow,11,55,0,0
0,Male,Married,6,66,0,0
1,Male,Married,1,60,0,0
1,Female,Single,16,32,0,0
1,Female,Single,6,26,0,0
1,Male,Married,7,27,0,0
1,Male,Single,8,19,0,1
1,Male,Married,7,32,0,0
0,Male,Married,1,33,0,0
0,Male,Married,16,41,0,0
1,Male,Married,16,33,0,0
1,Female,Single,16,34,0,0
1,Female,Widow,10,42,0,0
1,Male,Single,6,24,0,0
1,Female,Married,8,29,0,0
0,Male,Married,4,79,0,0
0,Male,Single,6,49,0,0
1,Female,Single,5,19,1,0
0,Female,Single,16,41,0,0
1,Male,Single,12,48,0,0
0,Male,Married,6,56,0,0
0,Male,Married,9,37,0,0
1,Male,Married,12,62,0,0
1,Female,Married,6,45,0,0
0,Male,Married,9,38,0,0
0,Male,Single,16,22,1,0
0,Male,Married,3,45,0,0
0,Female,Divorced,9,38,0,0
0,Male,Married,10,30,0,0
1,Male,Married,13,31,0,0
1,Male,Married,3,37,0,0
1,Male,Single,13,29,0,0
1,Male,Married,10,37,0,1
0,Male,Single,4,30,0,0
1,Female,Married,16,39,0,0
1,Male,Married,13,73,0,0
1,Male,Married,11,50,0,1
1,Male,Single,11,29,0,1
1,Female,Married,4,61,0,0
1,Male,Married,7,75,0,0
0,Male,Married,3,27,0,0
1,Male,Single,13,35,0,0
0,Male,Married,12,51,0,0
1,Male,Married,5,68,0,0
1,Male,Married,7,51,0,0
1,Male,Single,11,71,0,0
1,Female,Single,1,26,0,0
0,Male,Married,9,53,0,0
1,Male,Married,10,36,0,1
1,Female,Single,5,24,0,0
0,Male,Married,11,55,0,0
1,Male,Married,15,65,0,0
1,Female,Married,15,47,0,1
1,Female,Married,5,45,0,0
1,Male,Married,1,43,0,0
1,Male,Married,1,76,0,0
1,Male,Married,11,47,0,0
1,Female,Married,5,55,0,0
1,Male,Married,11,43,0,1
1,Male,Married,14,28,0,0
1,Female,Single,8,35,0,0
1,Male,Married,5,27,0,0
1,Male,Married,15,43,0,0
1,Male,Single,13,0,1,0
0,Male,Married,6,48,0,0
0,Male,Divorced,14,35,0,0
0,Male,Married,3,54,0,0
1,Male,Single,9,34,0,0
0,Male,Single,16,32,0,0
1,Female,Single,1,35,0,0
1,Female,Married,16,28,0,0
0,Male,Married,6,26,0,0
1,Female,Married,1,51,0,0
1,Female,Single,16,27,0,0
1,Male,Married,4,41,0,0
1,Male,Married,12,58,0,0
0,Male,Married,3,40,0,0
0,Male,Single,2,27,0,0
0,Male,Married,15,35,0,0
0,Male,Single,1,46,0,0
1,Female,Single,11,41,0,0
1,Male,Married,12,46,0,0
0,Male,Married,5,37,0,0
1,Male,Single,3,0,1,0
1,Male,Married,5,31,0,0
1,Male,Married,13,72,0,0
0,Male,Single,15,0,1,0
1,Male,Single,7,0,1,0
1,Male,Single,15,26,0,0
1,Male,Married,5,28,0,1
1,Male,Married,1,64,0,0
1,Male,Single,3,30,0,0
1,Male,Single,3,20,1,1
1,Male,Single,11,61,0,0
1,Female,Single,5,34,0,0
1,Male,Married,5,40,0,0
0,Male,Single,14,40,0,0
0,Male,Married,16,40,0,0
1,Male,Married,3,76,0,0
1,Female,Married,12,28,0,0
0,Male,Married,6,40,0,1
1,Male,Single,1,69,0,0
0,Male,Married,15,45,0,0
0,Female,Single,5,29,0,0
1,Male,Married,10,58,0,0
1,Male,Single,3,43,0,0
0,Male,Single,15,67,0,0
1,Female,Married,3,44,0,1
1,Male,Married,3,29,0,0
0,Male,Single,15,61,0,0
1,Female,Married,8,48,0,0
1,Male,Single,14,65,0,0
1,Female,Married,2,26,0,0
0,Male,Married,15,40,0,0
1,Male,Single,6,27,0,0
1,Male,Single,1,21,0,0
0,Male,Single,11,24,0,0
1,Male,Married,13,54,0,0
1,Female,Married,11,55,0,0
1,Male,Married,13,65,0,1
0,Male,Single,8,29,0,0
0,Male,Single,6,31,0,0
1,Male,Single,8,22,1,0
1,Male,Married,6,50,0,0
0,Female,Single,9,31,0,0
0,Male,Married,12,43,0,0
0,Male,Married,10,41,0,1
1,Male,Married,9,55,0,1
0,Male,Single,12,33,0,0
1,Male,Married,6,37,0,0
0,Male,Married,1,62,0,0
0,Male,Married,4,39,0,0
1,Male,Married,7,49,0,0
1,Male,Single,5,61,0,0
1,Male,Married,8,53,0,0
1,Male,Married,12,32,0,1
1,Female,Married,13,59,0,0
0,Male,Married,9,49,0,0
1,Male,Married,8,65,0,0
1,Male,Single,13,26,0,0
0,Male,Single,16,18,1,0
1,Male,Married,14,69,0,0
1,Male,Married,2,45,0,0
1,Male,Married,9,50,0,0
1,Male,Married,8,56,0,0
1,Female,Married,2,34,0,0
0,Male,Married,7,76,0,0
1,Male,Single,9,24,0,0
1,Male,Married,13,36,0,0
0,Male,Married,1,44,0,0
1,Female,Single,7,24,1,0
1,Male,Married,4,77,0,0
0,Male,Married,3,33,0,0
1,Male,Single,7,18,1,0
1,Male,Married,11,30,0,0
1,Male,Married,9,66,0,0
1,Male,Single,12,0,0,1
1,Female,Married,1,55,0,0
0,Male,Married,13,56,0,0
1,Male,Single,15,21,0,0
1,Male,Single,7,38,0,0
0,Female,Married,13,29,0,0
0,Male,Single,13,34,0,0
1,Female,Single,10,39,0,0
0,Female,Single,11,48,0,0
0,Female,Married,9,29,0,0
1,Male,Married,8,67,0,0
1,Male,Married,15,36,0,0
1,Female,Single,3,25,0,0
1,Female,Divorced,12,39,0,0
0,Male,Single,3,54,0,0
0,Male,Single,6,33,0,0
0,Male,Single,9,38,0,0
1,Male,Married,9,77,0,0
1,Male,Married,1,38,0,0
1,Male,Married,6,63,0,0
1,Male,Single,4,35,0,1
0,Male,Married,7,42,0,1
1,Male,Married,13,55,0,1
0,Female,Single,16,37,0,0
1,Male,Single,11,30,0,0
1,Male,Married,10,65,0,0
1,Male,Married,2,32,0,0
1,Male,Married,1,71,0,0
0,Male,Married,4,46,0,0
0,Female,Married,11,33,0,0
1,Male,Single,16,34,0,0
0,Male,Married,16,38,0,0
0,Male,Married,12,35,0,0
1,Male,Married,8,73,0,0
1,Male,Married,3,55,0,1
1,Male,Married,1,29,0,0
1,Male,Married,16,57,0,0
1,Male,Married,7,45,0,1
1,Female,Married,1,47,0,0
1,Male,Married,4,36,0,0
1,Male,Single,15,19,0,0
1,Male,Married,15,34,0,0
0,Female,Married,10,56,0,0
1,Male,Divorced,15,37,0,0
1,Female,Married,6,51,0,0
1,Male,Married,11,44,0,1
0,Male,Married,3,52,0,0
1,Male,Married,2,64,0,1
0,Male,Married,9,52,0,0
0,Male,Married,7,29,0,0
1,Female,Married,10,68,0,0
1,Male,Married,11,77,0,0
0,Male,Single,15,24,0,0
1,Male,Single,1,0,0,0
1,Male,Married,10,40,0,0
1,Male,Married,11,72,0,0
1,Male,Married,16,33,0,1
1,Male,Single,16,33,0,0
0,Male,Single,4,65,0,0
0,Male,Married,16,33,0,0
1,Female,Married,4,49,0,0
0,Male,Married,2,69,0,0
1,Male,Married,8,41,0,0
0,Male,Married,12,30,0,0
1,Male,Single,2,33,0,0
0,Male,Single,16,43,0,0
1,Female,Married,16,37,0,0
1,Male,Married,5,43,0,1
1,Male,Married,9,45,0,0
0,Female,Single,7,30,0,0
1,Female,Single,11,35,0,0
1,Female,Married,2,54,0,0
0,Female,Single,13,37,0,0
0,Male,Married,16,39,0,0
1,Female,Married,5,32,0,0
0,Male,Married,12,36,0,0
1,Female,Single,2,36,0,0
1,Male,Single,13,23,0,0
0,Female,Married,13,52,0,0
1,Male,Married,14,46,0,0
1,Male,Married,1,52,0,1
1,Male,Single,2,0,1,0
1,Male,Married,11,48,0,0
1,Female,Single,6,27,0,0
1,Female,Single,6,28,0,0
1,Male,Single,6,29,0,0
1,Male,Single,16,21,0,0
1,Male,Single,7,27,0,0
1,Male,Single,8,0,0,1
1,Female,Single,8,26,0,0
0,Female,Single,14,35,0,0
0,Male,Married,5,27,0,0
1,Male,Married,16,42,0,0
1,Female,Single,9,39,0,0
1,Male,Married,13,48,0,0
0,Male,Single,2,28,0,0
0,Male,Married,16,42,0,0
1,Female,Married,15,55,0,0
1,Male,Married,1,73,0,1
1,Male,Married,12,31,0,0
1,Female,Married,12,38,0,0
1,Female,Married,7,32,0,0
1,Male,Married,1,33,0,0
0,Male,Married,13,64,0,0
1,Male,Single,10,21,1,0
0,Male,Single,1,32,0,0
0,Male,Married,1,29,0,0
1,Male,Married,14,61,0,0
1,Male,Married,2,25,0,0
1,Male,Married,10,52,0,1
0,Male,Single,4,16,0,0
1,Male,Married,4,51,0,0
1,Male,Married,6,66,0,0
0,Male,Married,10,52,0,0
1,Male,Single,9,59,0,0
1,Female,Single,11,30,0,0
0,Male,Married,12,34,0,0
1,Female,Married,1,50,0,1
1,Male,Married,11,44,0,0
1,Male,Married,1,42,0,1
0,Female,Single,13,21,1,0
1,Male,Single,11,38,0,0
1,Male,Divorced,1,32,0,0
0,Female,Single,16,35,0,0
0,Female,Married,8,34,0,0
1,Female,Single,4,35,0,0
1,Male,Single,6,37,0,0
0,Female,Married,2,53,0,0
1,Male,Married,5,51,0,0
1,Male,Married,16,32,0,1
1,Male,Married,1,60,0,1
1,Male,Married,6,72,0,0
1,Male,Married,16,28,0,0
1,Male,Married,14,64,0,0
0,Male,Married,8,26,0,0
1,Male,Single,4,39,0,0
1,Male,Married,16,74,0,0
1,Male,Married,3,40,0,1
0,Male,Single,1,28,0,0
1,Female,Single,2,30,0,0
1,Male,Single,3,19,1,0
1,Female,Married,6,34,0,1
0,Male,Married,13,37,0,0
0,Male,Single,1,44,0,0
0,Female,Married,12,35,0,0
0,Male,Married,2,60,0,0
0,Male,Married,15,36,0,0
0,Male,Married,16,22,0,0
0,Male,Married,13,28,0,0
0,Male,Single,3,30,0,0
1,Female,Single,10,65,0,0
1,Male,Married,4,62,0,0
1,Female,Married,13,43,0,1
1,Male,Married,7,36,0,0
0,Male,Married,14,43,0,0
0,Male,Married,12,49,0,0
1,Male,Married,2,58,0,1
0,Male,Married,6,43,0,0
1,Male,Single,8,29,0,0
1,Female,Married,1,35,0,0
1,Male,Married,16,53,0,0
1,Male,Married,4,64,0,0
1,Male,Single,10,28,0,0
0,Male,Married,10,29,0,0
0,Male,Married,1,55,0,0
1,Male,Single,6,21,1,0
0,Male,Single,6,32,0,0
1,Male,Single,16,43,0,0
0,Male,Married,15,42,0,0
1,Male,Married,7,62,0,0
1,Female,Married,15,32,0,1
0,Male,Single,12,43,0,0
0,Male,Married,9,63,0,0
1,Female,Single,12,35,0,0
1,Male,Married,15,51,0,1
1,Male,Married,14,78,0,0
1,Male,Single,5,28,0,1
1,Male,Single,2,41,0,0
0,Male,Single,8,33,0,0
1,Male,Married,10,46,0,0
0,Male,Single,12,38,0,0
1,Female,Married,12,43,0,0
1,Male,Single,3,26,0,0
1,Male,Single,2,45,0,0
1,Male,Married,10,33,0,1
1,Male,Married,4,28,0,0
0,Male,Single,15,30,0,0
0,Female,Married,10,37,0,0
1,Male,Married,15,61,0,1
1,Male,Married,1,66,0,0
1,Male,Married,6,58,0,0
1,Male,Single,1,32,0,0
1,Male,Single,8,0,0,0
1,Male,Single,13,27,0,0
1,Female,Married,9,59,0,0
0,Male,Married,2,26,0,0
1,Male,Single,13,41,0,0
1,Female,Married,4,42,0,0
1,Female,Single,2,35,0,0
1,Male,Married,6,26,0,1
0,Male,Married,3,34,0,0
1,Female,Married,7,29,0,0
0,Male,Married,6,77,0,0
0,Female,Single,3,32,0,0
1,Male,Single,9,21,1,0
0,Male,Married,16,27,0,0
1,Male,Married,2,55,0,1
1,Male,Single,10,56,0,0
1,Male,Single,9,21,0,0
1,Male,Single,6,28,0,0
